id,user_id,provider,provider_user_id,email,phone,provider_metadata,is_primary,verified_at,created_at,updated_at,created_by,updated_by,deleted_at
0cc8dc35-d5d3-4cfa-96b8-1959ed26005e,d677eb77-bd52-4115-a8ff-e3b8cc2b123f,email_password,customer51@testmail.com,customer51@testmail.com,,{},1,2024-02-21 00:00:00,2024-02-21 00:00:00,2024-02-21 00:00:00,,,
46b0b086-c056-43ab-94ec-10ba519988ab,34560fb4-9168-4818-adfb-6aa53d84c5df,email_password,customer52@testmail.com,customer52@testmail.com,,{},1,2024-02-22 00:00:00,2024-02-22 00:00:00,2024-02-22 00:00:00,,,
22eaf576-c7a6-4145-a767-b9037e624500,e5e23e06-fbdb-43af-b546-8094f67dbdb8,email_password,customer53@testmail.com,customer53@testmail.com,,{},1,2024-02-23 00:00:00,2024-02-23 00:00:00,2024-02-23 00:00:00,,,
b81a37a0-ec59-4ed7-9ae6-8417b170980b,00aac3cb-bef1-4302-a402-6fa357a5ba3b,email_password,customer54@testmail.com,customer54@testmail.com,,{},1,2024-02-24 00:00:00,2024-02-24 00:00:00,2024-02-24 00:00:00,,,
f53a41f9-a28a-4ebe-8c3b-725be3d8fbc3,9d9e7173-9dd2-4702-838b-85fa5a6af303,email_password,customer55@testmail.com,customer55@testmail.com,,{},1,2024-02-25 00:00:00,2024-02-25 00:00:00,2024-02-25 00:00:00,,,
bb38b62b-7057-453a-ae20-4be756b3562e,03535346-1aa1-4d82-9144-babfdd550287,email_password,customer56@testmail.com,customer56@testmail.com,,{},1,2024-02-26 00:00:00,2024-02-26 00:00:00,2024-02-26 00:00:00,,,
c9834f0c-3cd4-4efa-a254-76d361c86d43,ee76ec60-a426-4586-8e6b-23f48e2f365d,email_password,customer57@testmail.com,customer57@testmail.com,,{},1,2024-02-27 00:00:00,2024-02-27 00:00:00,2024-02-27 00:00:00,,,
6657497f-b710-4f2d-90df-53a3591fce05,39c9cff1-caee-48a5-9792-4120908a0a88,email_password,customer58@testmail.com,customer58@testmail.com,,{},1,2024-02-28 00:00:00,2024-02-28 00:00:00,2024-02-28 00:00:00,,,
22b2ab98-76b9-4fb8-ab24-9ec637fdda99,7e917ffe-5932-4635-920a-44862730ce5a,email_password,customer59@testmail.com,customer59@testmail.com,,{},1,2024-02-29 00:00:00,2024-02-29 00:00:00,2024-02-29 00:00:00,,,
2fb45715-576e-42c2-b66e-1a77144e49fb,882a0b59-d165-4a9b-a428-45bb24796c4b,email_password,customer60@testmail.com,customer60@testmail.com,,{},1,2024-03-01 00:00:00,2024-03-01 00:00:00,2024-03-01 00:00:00,,,
acaa2a2b-2847-43ea-bbe7-9a0af73a6c87,ae28c203-9e4b-4f1b-b229-3cd72d8d32d8,email_password,customer61@testmail.com,customer61@testmail.com,,{},1,2024-03-02 00:00:00,2024-03-02 00:00:00,2024-03-02 00:00:00,,,
f78267a7-4e85-4a67-b95f-584c6e63818f,4d269e45-f35d-4367-829e-56f624d030e5,email_password,customer62@testmail.com,customer62@testmail.com,,{},1,2024-03-03 00:00:00,2024-03-03 00:00:00,2024-03-03 00:00:00,,,
9c55a8b7-74ea-48df-96d8-bd839566791c,5fa0ced2-3c18-4462-8a8a-380a01640d7c,email_password,customer63@testmail.com,customer63@testmail.com,,{},1,2024-03-04 00:00:00,2024-03-04 00:00:00,2024-03-04 00:00:00,,,
7829ca3b-e214-4481-9d71-cec1f7723f55,dc923da3-d026-4c1b-a3b0-bcfd1e6bdf16,email_password,customer64@testmail.com,customer64@testmail.com,,{},1,2024-03-05 00:00:00,2024-03-05 00:00:00,2024-03-05 00:00:00,,,
833e9b22-6edd-4f48-b2f7-4ef0b66d7943,5dc8a3af-28d1-4e8c-8f3a-7a3835e0b78f,email_password,customer65@testmail.com,customer65@testmail.com,,{},1,2024-03-06 00:00:00,2024-03-06 00:00:00,2024-03-06 00:00:00,,,
bc504cbb-a143-4ed5-ac4e-85d918041e93,3748ab26-b6d6-4b0e-a0ff-083b8a3081c2,email_password,customer66@testmail.com,customer66@testmail.com,,{},1,2024-03-07 00:00:00,2024-03-07 00:00:00,2024-03-07 00:00:00,,,
697aedc2-4d8b-4bff-9cb2-4ab201cbf66c,12d52048-fa66-496f-a695-3990d45b6d58,email_password,customer67@testmail.com,customer67@testmail.com,,{},1,2024-03-08 00:00:00,2024-03-08 00:00:00,2024-03-08 00:00:00,,,
faa485d6-d8ca-4cf6-abac-3d35090a301b,0c8d5928-b338-4b61-ad4b-0a10b8b67109,email_password,customer68@testmail.com,customer68@testmail.com,,{},1,2024-03-09 00:00:00,2024-03-09 00:00:00,2024-03-09 00:00:00,,,
a9880ade-bcb9-4251-aec8-ebbd0bf3bf4e,8ea49143-2e39-4d36-bca2-d2fe0f8ed895,email_password,customer69@testmail.com,customer69@testmail.com,,{},1,2024-03-10 00:00:00,2024-03-10 00:00:00,2024-03-10 00:00:00,,,
aeea290f-946c-48bd-8e3b-86dc9b0faeaf,2379e53a-b35b-451a-ba9c-c73e27fdaeb1,email_password,customer70@testmail.com,customer70@testmail.com,,{},1,2024-03-11 00:00:00,2024-03-11 00:00:00,2024-03-11 00:00:00,,,
fb4f0c9d-0a98-4fca-bd72-95de6c0d592d,118a293b-42df-4c14-b383-d87d81dbdc93,email_password,customer71@testmail.com,customer71@testmail.com,,{},1,2024-03-12 00:00:00,2024-03-12 00:00:00,2024-03-12 00:00:00,,,
74e3a51c-5b6f-4105-ac65-4c81b29594b5,5f442710-0e23-4b6f-9ab9-7b71f5b2d6b1,email_password,customer72@testmail.com,customer72@testmail.com,,{},1,2024-03-13 00:00:00,2024-03-13 00:00:00,2024-03-13 00:00:00,,,
5f456b0e-bdec-495e-837f-c6244f235e26,902ed881-2423-4a5d-af70-a56af2fc8f8b,email_password,customer73@testmail.com,customer73@testmail.com,,{},1,2024-03-14 00:00:00,2024-03-14 00:00:00,2024-03-14 00:00:00,,,
934b7868-3183-499d-97ca-7c5ba3a3c4dc,49b5f63f-9ed7-438b-8986-72f8a451ad3a,email_password,customer74@testmail.com,customer74@testmail.com,,{},1,2024-03-15 00:00:00,2024-03-15 00:00:00,2024-03-15 00:00:00,,,
6ccf2856-fdd8-44a3-8e39-3dbe1f66ea60,bd545d29-87a8-45e4-a7c0-243d1c3c4ec0,email_password,customer75@testmail.com,customer75@testmail.com,,{},1,2024-03-16 00:00:00,2024-03-16 00:00:00,2024-03-16 00:00:00,,,
ed55208a-5c12-43b7-ade5-78b4daa8d572,480f1cbd-f0f8-4539-9968-0b41e5d146e0,email_password,customer76@testmail.com,customer76@testmail.com,,{},1,2024-03-17 00:00:00,2024-03-17 00:00:00,2024-03-17 00:00:00,,,
f030fa96-c02b-4dcf-a28a-0130cc85f58c,4001a8e0-3ac9-4705-920a-0b75943616a3,email_password,customer77@testmail.com,customer77@testmail.com,,{},1,2024-03-18 00:00:00,2024-03-18 00:00:00,2024-03-18 00:00:00,,,
6b29a1ae-326d-4240-acc3-c00fba0c950c,c1945844-a878-4801-b0cd-b14849e674db,email_password,customer78@testmail.com,customer78@testmail.com,,{},1,2024-03-19 00:00:00,2024-03-19 00:00:00,2024-03-19 00:00:00,,,
db6960ba-a090-4424-b5ef-091a5a58201c,96783e00-25b9-4b2b-99e3-076d299b1ed6,email_password,customer79@testmail.com,customer79@testmail.com,,{},1,2024-03-20 00:00:00,2024-03-20 00:00:00,2024-03-20 00:00:00,,,
abbefa20-47a4-4038-8628-87f72b1d6f7f,1da14c32-6413-49ab-a3d9-27eedaca947b,email_password,customer80@testmail.com,customer80@testmail.com,,{},1,2024-03-21 00:00:00,2024-03-21 00:00:00,2024-03-21 00:00:00,,,
cfb6388e-76e6-41fe-bed4-1e288bf62b65,ad62d28d-ceeb-4cab-b9aa-c27e600ba5a0,email_password,customer81@testmail.com,customer81@testmail.com,,{},1,2024-03-22 00:00:00,2024-03-22 00:00:00,2024-03-22 00:00:00,,,
61acf41c-0a5c-4bf7-b557-e55c8c31e5a0,4b100e8c-5835-418f-a645-58f6da04dd7f,email_password,customer82@testmail.com,customer82@testmail.com,,{},1,2024-03-23 00:00:00,2024-03-23 00:00:00,2024-03-23 00:00:00,,,
3391234e-17ab-4462-b76d-570beba0fe64,f5fe5c63-dd35-4f05-a04b-9477906dd4b4,email_password,customer83@testmail.com,customer83@testmail.com,,{},1,2024-03-24 00:00:00,2024-03-24 00:00:00,2024-03-24 00:00:00,,,
e6f61e50-0e3c-421b-bac7-2f2270e11972,a9665ba4-dfc9-44c6-b256-17fe1f6dbe4a,email_password,customer84@testmail.com,customer84@testmail.com,,{},1,2024-03-25 00:00:00,2024-03-25 00:00:00,2024-03-25 00:00:00,,,
c853d9a8-3489-4ee0-8e6e-33ab859826c5,e6856ae2-6964-4dd8-a998-dac64afa95cf,email_password,customer85@testmail.com,customer85@testmail.com,,{},1,2024-03-26 00:00:00,2024-03-26 00:00:00,2024-03-26 00:00:00,,,
8e356e54-205a-46b8-8496-e8c67423ad7b,621c7fe5-ad68-415a-8627-7d39f6795850,email_password,customer86@testmail.com,customer86@testmail.com,,{},1,2024-03-27 00:00:00,2024-03-27 00:00:00,2024-03-27 00:00:00,,,
201cc976-6dfe-4cd0-aa8b-e12fd9949b2c,75386f63-fd5e-4e69-8701-bd5de5788667,email_password,customer87@testmail.com,customer87@testmail.com,,{},1,2024-03-28 00:00:00,2024-03-28 00:00:00,2024-03-28 00:00:00,,,
56875c6c-50ab-4b1b-8595-61f8ee298489,af9843b1-5deb-4aa5-9af4-af79ddc95cb8,email_password,customer88@testmail.com,customer88@testmail.com,,{},1,2024-03-29 00:00:00,2024-03-29 00:00:00,2024-03-29 00:00:00,,,
3c8758ce-cb3f-443a-a564-9d7025e45d5a,ec76828e-1a34-4201-90b3-2a1002fe8496,email_password,customer89@testmail.com,customer89@testmail.com,,{},1,2024-03-30 00:00:00,2024-03-30 00:00:00,2024-03-30 00:00:00,,,
3134f4de-88e2-47f2-b968-c8529bcced74,a56f1ea5-c01d-4b8e-8fdc-960ed4ba7108,email_password,customer90@testmail.com,customer90@testmail.com,,{},1,2024-03-31 00:00:00,2024-03-31 00:00:00,2024-03-31 00:00:00,,,
7ee4b5a2-9134-468f-92ff-add0e4e0b1c0,8425e9cc-0c0b-4c3d-be0c-b9c775d6cbfd,email_password,customer91@testmail.com,customer91@testmail.com,,{},1,2024-04-01 00:00:00,2024-04-01 00:00:00,2024-04-01 00:00:00,,,
8b1997c0-777a-4457-91d5-857105f264c9,2c596b2c-c4bb-406b-b394-1726c1c6ed68,email_password,customer92@testmail.com,customer92@testmail.com,,{},1,2024-04-02 00:00:00,2024-04-02 00:00:00,2024-04-02 00:00:00,,,
b1551906-4a04-44c3-b8ba-b5c4c30325e4,b0147c72-5da8-47fb-b7b0-2b1f2eb8bad1,email_password,customer93@testmail.com,customer93@testmail.com,,{},1,2024-04-03 00:00:00,2024-04-03 00:00:00,2024-04-03 00:00:00,,,
010efe07-8f83-4ba3-8554-09a1bbdbbf19,bf4779eb-0567-40fb-9a87-fd3f1098f642,email_password,customer94@testmail.com,customer94@testmail.com,,{},1,2024-04-04 00:00:00,2024-04-04 00:00:00,2024-04-04 00:00:00,,,
91f950bb-f442-45a8-9d2e-7ab8f6e2c62c,ab8d52ce-b560-4d13-876c-6d40e43bd2fa,email_password,customer95@testmail.com,customer95@testmail.com,,{},1,2024-04-05 00:00:00,2024-04-05 00:00:00,2024-04-05 00:00:00,,,
e241c5ef-ba13-414b-9fa7-cc55936d02d0,e99041e3-e8f2-47ea-a9ee-53766f971d3e,email_password,customer96@testmail.com,customer96@testmail.com,,{},1,2024-04-06 00:00:00,2024-04-06 00:00:00,2024-04-06 00:00:00,,,
6cb4a8d9-4b86-418b-912f-c06754f3e0e8,7ee1d2d5-2e92-47d7-ad56-19157cfea6f4,email_password,customer97@testmail.com,customer97@testmail.com,,{},1,2024-04-07 00:00:00,2024-04-07 00:00:00,2024-04-07 00:00:00,,,
dbdfec0e-dfb7-485d-91bd-76bd4c5c2fb4,fc77fec7-e38d-4f68-96c6-1a6bdbcd66aa,email_password,customer98@testmail.com,customer98@testmail.com,,{},1,2024-04-08 00:00:00,2024-04-08 00:00:00,2024-04-08 00:00:00,,,
55135c35-1789-45a4-ae56-83e2b8557679,93e2602a-092f-412a-8974-178c059b8c29,email_password,customer99@testmail.com,customer99@testmail.com,,{},1,2024-04-09 00:00:00,2024-04-09 00:00:00,2024-04-09 00:00:00,,,
08da678f-0801-455b-bf0f-0d94b7a0b169,3cb8320d-9409-46c3-aa01-511b8407d7cf,email_password,customer100@testmail.com,customer100@testmail.com,,{},1,2024-04-10 00:00:00,2024-04-10 00:00:00,2024-04-10 00:00:00,,,
