id,email,phone,first_name,last_name,date_of_birth,status,email_verified_at,phone_verified_at,last_login_at,created_at,updated_at,created_by,updated_by,deleted_at
98e36069-876d-46e3-8430-63300e5e3fd8,customer19@testmail.com,+15551000019,River,Moore,1999-08-19,active,2024-01-20 00:00:00,2024-01-20 00:00:00,2025-12-30 14:58:04,2024-01-20 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
2312613b-91cc-4f99-95dd-dda6820a8e5a,customer20@testmail.com,+15551000020,Alex,Smith,2000-09-20,inactive,2024-01-21 00:00:00,2024-01-21 00:00:00,2025-12-29 14:58:04,2024-01-21 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
b71410fd-9181-442e-8b58-c4e20056a4e7,customer21@testmail.com,+15551000021,Jordan,Johnson,2001-10-21,active,2024-01-22 00:00:00,2024-01-22 00:00:00,2026-01-04 14:58:04,2024-01-22 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
1dcaab2a-d207-4cac-9a0f-392124a90fb9,customer22@testmail.com,+15551000022,Taylor,Williams,2002-11-22,active,2024-01-23 00:00:00,2024-01-23 00:00:00,2026-01-03 14:58:04,2024-01-23 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
bc6bd127-3308-476a-80ed-112502e08028,customer23@testmail.com,+15551000023,Morgan,Brown,2003-12-23,active,2024-01-24 00:00:00,2024-01-24 00:00:00,2026-01-02 14:58:04,2024-01-24 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
38c3b73d-5884-4005-9e41-0acc635fefe1,customer24@testmail.com,+15551000024,Casey,Jones,2004-01-24,active,2024-01-25 00:00:00,2024-01-25 00:00:00,2026-01-01 14:58:04,2024-01-25 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
85611826-d88a-4abf-8a9f-807d603e3342,customer25@testmail.com,+15551000025,Riley,Garcia,2005-02-25,active,2024-01-26 00:00:00,2024-01-26 00:00:00,2025-12-31 14:58:04,2024-01-26 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
c062bd5e-32fa-49b5-9c96-20c00f7c0099,customer26@testmail.com,+15551000026,Avery,Miller,2006-03-26,active,2024-01-27 00:00:00,2024-01-27 00:00:00,2025-12-30 14:58:04,2024-01-27 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
551b8471-c83b-43bc-a31e-1138813257e1,customer27@testmail.com,+15551000027,Quinn,Davis,2007-04-27,active,2024-01-28 00:00:00,2024-01-28 00:00:00,2025-12-29 14:58:04,2024-01-28 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
5550badf-faab-4cff-9298-d12201b7e2f1,customer28@testmail.com,+15551000028,Sage,Wilson,2008-04-30,active,2024-01-29 00:00:00,2024-01-29 00:00:00,2026-01-04 14:58:04,2024-01-29 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
8603fcc5-9585-4977-9eb7-11aefeddd7f8,customer29@testmail.com,+15551000029,River,Moore,2009-06-01,active,2024-01-30 00:00:00,2024-01-30 00:00:00,2026-01-03 14:58:04,2024-01-30 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
c1c66332-ddd1-45a8-b977-3e5659f67301,customer30@testmail.com,+15551000030,Alex,Smith,1980-07-02,active,2024-01-31 00:00:00,2024-01-31 00:00:00,2026-01-02 14:58:04,2024-01-31 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
79a08445-53a5-4b3b-87ea-eadce504af71,customer31@testmail.com,+15551000031,Jordan,Johnson,1981-08-03,active,2024-02-01 00:00:00,2024-02-01 00:00:00,2026-01-01 14:58:04,2024-02-01 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
e28da5bd-b8e1-4b86-9961-176a81349070,customer32@testmail.com,+15551000032,Taylor,Williams,1982-09-04,active,2024-02-02 00:00:00,2024-02-02 00:00:00,2025-12-31 14:58:04,2024-02-02 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
cd1f2aec-d0f8-4abb-b475-fe67cbd6d222,customer33@testmail.com,+15551000033,Morgan,Brown,1983-10-05,active,2024-02-03 00:00:00,2024-02-03 00:00:00,2025-12-30 14:58:04,2024-02-03 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
a8cab4a1-9b6b-410f-9bb1-be8655fd0e90,customer34@testmail.com,+15551000034,Casey,Jones,1984-11-06,active,2024-02-04 00:00:00,2024-02-04 00:00:00,2025-12-29 14:58:04,2024-02-04 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
f0af63da-b9a1-4cad-ab3a-cd733e31c40b,customer35@testmail.com,+15551000035,Riley,Garcia,1985-12-07,active,2024-02-05 00:00:00,2024-02-05 00:00:00,2026-01-04 14:58:04,2024-02-05 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
81a62d89-cefb-4134-8651-4e6cb91875f2,customer36@testmail.com,+15551000036,Avery,Miller,1986-01-08,active,2024-02-06 00:00:00,2024-02-06 00:00:00,2026-01-03 14:58:04,2024-02-06 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
275eb69c-8a74-4e48-b65f-c9cb96079958,customer37@testmail.com,+15551000037,Quinn,Davis,1987-02-09,active,2024-02-07 00:00:00,2024-02-07 00:00:00,2026-01-02 14:58:04,2024-02-07 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
6ef9785c-5af9-478a-98ec-a58ef9b6125c,customer38@testmail.com,+15551000038,Sage,Wilson,1988-03-10,active,2024-02-08 00:00:00,2024-02-08 00:00:00,2026-01-01 14:58:04,2024-02-08 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
9b0c4597-fd6f-43a0-9ea6-c06b5fd716b7,customer39@testmail.com,+15551000039,River,Moore,1989-04-11,active,2024-02-09 00:00:00,2024-02-09 00:00:00,2025-12-31 14:58:04,2024-02-09 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
27d56a5c-fb1a-492f-9d4a-8d294aa77209,customer40@testmail.com,+15551000040,Alex,Smith,1990-05-12,inactive,2024-02-10 00:00:00,2024-02-10 00:00:00,2025-12-30 14:58:04,2024-02-10 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
3a25ace4-27dc-4619-81e8-0ba15086b640,customer41@testmail.com,+15551000041,Jordan,Johnson,1991-06-13,active,2024-02-11 00:00:00,2024-02-11 00:00:00,2025-12-29 14:58:04,2024-02-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
b20dc445-8a42-4694-a7e0-c7df549138cc,customer42@testmail.com,+15551000042,Taylor,Williams,1992-07-14,active,2024-02-12 00:00:00,2024-02-12 00:00:00,2026-01-04 14:58:04,2024-02-12 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
124b8f6b-50bf-4b34-ae21-77650e54e7f4,customer43@testmail.com,+15551000043,Morgan,Brown,1993-08-15,active,2024-02-13 00:00:00,2024-02-13 00:00:00,2026-01-03 14:58:04,2024-02-13 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
d77da917-ae22-454f-92b4-02df880eeace,customer44@testmail.com,+15551000044,Casey,Jones,1994-09-16,active,2024-02-14 00:00:00,2024-02-14 00:00:00,2026-01-02 14:58:04,2024-02-14 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
487d7d66-1fed-41f3-aba1-0d3f281c6fc5,customer45@testmail.com,+15551000045,Riley,Garcia,1995-10-17,active,2024-02-15 00:00:00,2024-02-15 00:00:00,2026-01-01 14:58:04,2024-02-15 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
0daa0cab-5d9e-4dd3-bcd0-512490ea5fa8,customer46@testmail.com,+15551000046,Avery,Miller,1996-11-18,active,2024-02-16 00:00:00,2024-02-16 00:00:00,2025-12-31 14:58:04,2024-02-16 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
235316ca-fcdd-4bd5-950f-d33a1f6c303c,customer47@testmail.com,+15551000047,Quinn,Davis,1997-12-19,active,2024-02-17 00:00:00,2024-02-17 00:00:00,2025-12-30 14:58:04,2024-02-17 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
7eaadfbb-542e-4d51-9a89-0c83b6938040,customer48@testmail.com,+15551000048,Sage,Wilson,1998-01-20,active,2024-02-18 00:00:00,2024-02-18 00:00:00,2025-12-29 14:58:04,2024-02-18 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
d18aa61b-4a64-45c3-8a7c-904c55d5c0e0,customer49@testmail.com,+15551000049,River,Moore,1999-02-21,active,2024-02-19 00:00:00,2024-02-19 00:00:00,2026-01-04 14:58:04,2024-02-19 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
1479df99-4ca4-4073-8292-9eee9298a5f6,customer50@testmail.com,+15551000050,Alex,Smith,2000-03-22,active,2024-02-20 00:00:00,2024-02-20 00:00:00,2026-01-03 14:58:04,2024-02-20 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
d677eb77-bd52-4115-a8ff-e3b8cc2b123f,customer51@testmail.com,+15551000051,Jordan,Johnson,2001-04-23,active,2024-02-21 00:00:00,2024-02-21 00:00:00,2026-01-02 14:58:04,2024-02-21 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
34560fb4-9168-4818-adfb-6aa53d84c5df,customer52@testmail.com,+15551000052,Taylor,Williams,2002-05-24,active,2024-02-22 00:00:00,2024-02-22 00:00:00,2026-01-01 14:58:04,2024-02-22 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
e5e23e06-fbdb-43af-b546-8094f67dbdb8,customer53@testmail.com,+15551000053,Morgan,Brown,2003-06-25,active,2024-02-23 00:00:00,2024-02-23 00:00:00,2025-12-31 14:58:04,2024-02-23 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
00aac3cb-bef1-4302-a402-6fa357a5ba3b,customer54@testmail.com,+15551000054,Casey,Jones,2004-07-26,active,2024-02-24 00:00:00,2024-02-24 00:00:00,2025-12-30 14:58:04,2024-02-24 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
9d9e7173-9dd2-4702-838b-85fa5a6af303,customer55@testmail.com,+15551000055,Riley,Garcia,2005-08-27,active,2024-02-25 00:00:00,2024-02-25 00:00:00,2025-12-29 14:58:04,2024-02-25 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
03535346-1aa1-4d82-9144-babfdd550287,customer56@testmail.com,+15551000056,Avery,Miller,2006-08-31,active,2024-02-26 00:00:00,2024-02-26 00:00:00,2026-01-04 14:58:04,2024-02-26 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
ee76ec60-a426-4586-8e6b-23f48e2f365d,customer57@testmail.com,+15551000057,Quinn,Davis,2007-10-01,active,2024-02-27 00:00:00,2024-02-27 00:00:00,2026-01-03 14:58:04,2024-02-27 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
39c9cff1-caee-48a5-9792-4120908a0a88,customer58@testmail.com,+15551000058,Sage,Wilson,2008-11-02,active,2024-02-28 00:00:00,2024-02-28 00:00:00,2026-01-02 14:58:04,2024-02-28 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
7e917ffe-5932-4635-920a-44862730ce5a,customer59@testmail.com,+15551000059,River,Moore,2009-12-03,active,2024-02-29 00:00:00,2024-02-29 00:00:00,2026-01-01 14:58:04,2024-02-29 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
882a0b59-d165-4a9b-a428-45bb24796c4b,customer60@testmail.com,+15551000060,Alex,Smith,1980-01-04,inactive,2024-03-01 00:00:00,2024-03-01 00:00:00,2025-12-31 14:58:04,2024-03-01 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
ae28c203-9e4b-4f1b-b229-3cd72d8d32d8,customer61@testmail.com,+15551000061,Jordan,Johnson,1981-02-05,active,2024-03-02 00:00:00,2024-03-02 00:00:00,2025-12-30 14:58:04,2024-03-02 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
4d269e45-f35d-4367-829e-56f624d030e5,customer62@testmail.com,+15551000062,Taylor,Williams,1982-03-06,active,2024-03-03 00:00:00,2024-03-03 00:00:00,2025-12-29 14:58:04,2024-03-03 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
5fa0ced2-3c18-4462-8a8a-380a01640d7c,customer63@testmail.com,+15551000063,Morgan,Brown,1983-04-07,active,2024-03-04 00:00:00,2024-03-04 00:00:00,2026-01-04 14:58:04,2024-03-04 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
dc923da3-d026-4c1b-a3b0-bcfd1e6bdf16,customer64@testmail.com,+15551000064,Casey,Jones,1984-05-08,active,2024-03-05 00:00:00,2024-03-05 00:00:00,2026-01-03 14:58:04,2024-03-05 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
5dc8a3af-28d1-4e8c-8f3a-7a3835e0b78f,customer65@testmail.com,+15551000065,Riley,Garcia,1985-06-09,active,2024-03-06 00:00:00,2024-03-06 00:00:00,2026-01-02 14:58:04,2024-03-06 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
3748ab26-b6d6-4b0e-a0ff-083b8a3081c2,customer66@testmail.com,+15551000066,Avery,Miller,1986-07-10,active,2024-03-07 00:00:00,2024-03-07 00:00:00,2026-01-01 14:58:04,2024-03-07 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
12d52048-fa66-496f-a695-3990d45b6d58,customer67@testmail.com,+15551000067,Quinn,Davis,1987-08-11,active,2024-03-08 00:00:00,2024-03-08 00:00:00,2025-12-31 14:58:04,2024-03-08 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
0c8d5928-b338-4b61-ad4b-0a10b8b67109,customer68@testmail.com,+15551000068,Sage,Wilson,1988-09-12,active,2024-03-09 00:00:00,2024-03-09 00:00:00,2025-12-30 14:58:04,2024-03-09 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
8ea49143-2e39-4d36-bca2-d2fe0f8ed895,customer69@testmail.com,+15551000069,River,Moore,1989-10-13,active,2024-03-10 00:00:00,2024-03-10 00:00:00,2025-12-29 14:58:04,2024-03-10 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
2379e53a-b35b-451a-ba9c-c73e27fdaeb1,customer70@testmail.com,+15551000070,Alex,Smith,1990-11-14,active,2024-03-11 00:00:00,2024-03-11 00:00:00,2026-01-04 14:58:04,2024-03-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
118a293b-42df-4c14-b383-d87d81dbdc93,customer71@testmail.com,+15551000071,Jordan,Johnson,1991-12-15,active,2024-03-12 00:00:00,2024-03-12 00:00:00,2026-01-03 14:58:04,2024-03-12 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
5f442710-0e23-4b6f-9ab9-7b71f5b2d6b1,customer72@testmail.com,+15551000072,Taylor,Williams,1992-01-16,active,2024-03-13 00:00:00,2024-03-13 00:00:00,2026-01-02 14:58:04,2024-03-13 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
902ed881-2423-4a5d-af70-a56af2fc8f8b,customer73@testmail.com,+15551000073,Morgan,Brown,1993-02-17,active,2024-03-14 00:00:00,2024-03-14 00:00:00,2026-01-01 14:58:04,2024-03-14 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
49b5f63f-9ed7-438b-8986-72f8a451ad3a,customer74@testmail.com,+15551000074,Casey,Jones,1994-03-18,active,2024-03-15 00:00:00,2024-03-15 00:00:00,2025-12-31 14:58:04,2024-03-15 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
bd545d29-87a8-45e4-a7c0-243d1c3c4ec0,customer75@testmail.com,+15551000075,Riley,Garcia,1995-04-19,active,2024-03-16 00:00:00,2024-03-16 00:00:00,2025-12-30 14:58:04,2024-03-16 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
480f1cbd-f0f8-4539-9968-0b41e5d146e0,customer76@testmail.com,+15551000076,Avery,Miller,1996-05-20,active,2024-03-17 00:00:00,2024-03-17 00:00:00,2025-12-29 14:58:04,2024-03-17 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
4001a8e0-3ac9-4705-920a-0b75943616a3,customer77@testmail.com,+15551000077,Quinn,Davis,1997-06-21,active,2024-03-18 00:00:00,2024-03-18 00:00:00,2026-01-04 14:58:04,2024-03-18 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
c1945844-a878-4801-b0cd-b14849e674db,customer78@testmail.com,+15551000078,Sage,Wilson,1998-07-22,active,2024-03-19 00:00:00,2024-03-19 00:00:00,2026-01-03 14:58:04,2024-03-19 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
96783e00-25b9-4b2b-99e3-076d299b1ed6,customer79@testmail.com,+15551000079,River,Moore,1999-08-23,active,2024-03-20 00:00:00,2024-03-20 00:00:00,2026-01-02 14:58:04,2024-03-20 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
1da14c32-6413-49ab-a3d9-27eedaca947b,customer80@testmail.com,+15551000080,Alex,Smith,2000-09-24,inactive,2024-03-21 00:00:00,2024-03-21 00:00:00,2026-01-01 14:58:04,2024-03-21 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
ad62d28d-ceeb-4cab-b9aa-c27e600ba5a0,customer81@testmail.com,+15551000081,Jordan,Johnson,2001-10-25,active,2024-03-22 00:00:00,2024-03-22 00:00:00,2025-12-31 14:58:04,2024-03-22 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
